region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
British Columbia,2022-03-24,,estimate based on partial data,0.0247248649125038,0.0229024211249089,0.0365433639485825,-0.0374469046914246,-0.000737879200924738,0.0152320681702617,0.0326111411732708,0.047245757511811,0.081536967324116
British Columbia,2022-03-25,,estimate based on partial data,0.02134440586973,0.0188380244396808,0.0463149441197627,-0.0581492737737908,-0.0121951559488174,0.009302300766909,0.0314450671935436,0.0496172823433952,0.0930571223313838
British Columbia,2022-03-26,,estimate based on partial data,0.0164030398643098,0.0149291136189245,0.0583222535168106,-0.0811824264271657,-0.0235418322030483,0.00196376433661247,0.0310121465644045,0.0530294193863535,0.109376081522406
British Columbia,2022-03-27,,estimate based on partial data,0.0107661828649758,0.011571675647323,0.0722053363625846,-0.105106874524025,-0.0382000834062997,-0.00599076807451901,0.0287634767434934,0.0576653390396108,0.1315998223675
British Columbia,2022-03-28,,estimate based on partial data,0.00628932492659016,0.00908415338931863,0.0877518051312165,-0.125556369520682,-0.0500688774747057,-0.0140761968577682,0.0273070307134658,0.0629982736007403,0.159697563417106
British Columbia,2022-03-29,,estimate based on partial data,0.00119111250263836,0.00770871606379196,0.104899985111441,-0.14793289068541,-0.064866264183515,-0.0229498554451946,0.0262979316995608,0.0708949145150331,0.194289403623068
British Columbia,2022-03-30,,estimate based on partial data,-0.00294388079878973,0.00762376127321592,0.123721735512272,-0.170921464718454,-0.0802491383584722,-0.0307369204684554,0.0254916799626721,0.0794148759290172,0.234997675989613
British Columbia,2022-03-31,,estimate based on partial data,-0.00611084391934826,0.0089589709927128,0.144399251522552,-0.189391568884289,-0.0933177449187693,-0.0400544509736057,0.0263532705852602,0.086131434478022,0.279732839183446
British Columbia,2022-04-01,,forecast,-0.00611084391934826,0.0089589709927128,0.144399251522552,-0.189391568884289,-0.0933177449187693,-0.0400544509736057,0.0263532705852602,0.086131434478022,0.279732839183446
British Columbia,2022-04-02,,forecast,-0.00611084391934826,0.0089589709927128,0.144399251522552,-0.189391568884289,-0.0933177449187693,-0.0400544509736057,0.0263532705852602,0.086131434478022,0.279732839183446
British Columbia,2022-04-03,,forecast,-0.00611084391934826,0.0089589709927128,0.144399251522552,-0.189391568884289,-0.0933177449187693,-0.0400544509736057,0.0263532705852602,0.086131434478022,0.279732839183446
British Columbia,2022-04-04,,forecast,-0.00611084391934826,0.0089589709927128,0.144399251522552,-0.189391568884289,-0.0933177449187693,-0.0400544509736057,0.0263532705852602,0.086131434478022,0.279732839183446
British Columbia,2022-04-05,,forecast,-0.00611084391934826,0.0089589709927128,0.144399251522552,-0.189391568884289,-0.0933177449187693,-0.0400544509736057,0.0263532705852602,0.086131434478022,0.279732839183446
British Columbia,2022-04-06,,forecast,-0.00611084391934826,0.0089589709927128,0.144399251522552,-0.189391568884289,-0.0933177449187693,-0.0400544509736057,0.0263532705852602,0.086131434478022,0.279732839183446
British Columbia,2022-04-07,,forecast,-0.00611084391934826,0.0089589709927128,0.144399251522552,-0.189391568884289,-0.0933177449187693,-0.0400544509736057,0.0263532705852602,0.086131434478022,0.279732839183446
Manitoba,2022-02-01,,estimate,0.216034216196247,0.217317963544975,0.0442878900073668,0.146042650860608,0.18706474701936,0.205537304545179,0.226610968400504,0.245824419455722,0.289929551778822
Manitoba,2022-02-02,,estimate,0.179916882158539,0.181166582837502,0.0382264256564165,0.118839272361738,0.155932761813276,0.171606994952865,0.189309514176294,0.205557007023676,0.246420383745216
